pgfam	Escherichia_coli_str._K-12_substr._MG1655	Escherichia_coli_strain_1408270010	Escherichia_coli_strain_1409150006	Escherichia_coli_strain_1512290008	Escherichia_coli_strain_1409160003	Escherichia_coli_strain_20170221001	Escherichia_coli_NC101	Escherichia_coli_strain_1512290026	Escherichia_coli_IHE3034	Escherichia_coli_UTI89
PGF_00035206	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00035203	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00035194	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00035025	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00034972	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00034566	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00034350	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00034317	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00034067	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00034034	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033982	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033971	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033968	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033963	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033954	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033946	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033936	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033919	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033905	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033904	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033867	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033832	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033729	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033595	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033488	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033486	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033479	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033473	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033471	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033411	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033392	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033379	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033366	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033359	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033319	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033312	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033289	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033200	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033180	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033178	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033177	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033161	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00033095	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00032671	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00032664	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00032662	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00032332	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00032110	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00031593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00031127	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00031058	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00031057	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00031036	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00031006	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00030901	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00030829	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00030813	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00030701	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00030698	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00030694	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00030690	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00030655	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00030650	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00030643	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00030640	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00030246	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00030237	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00030154	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029881	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029812	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029770	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029769	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029718	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029701	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029699	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029698	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029687	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029683	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029682	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029681	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029680	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029656	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029648	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029589	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029548	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029546	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029533	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029532	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029531	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029475	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029474	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029473	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029443	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00029133	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00028704	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00028690	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00028527	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00028486	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00028442	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00028438	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00028319	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00028259	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00028093	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00027888	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00027863	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00027841	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00027833	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00027680	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00027674	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00027668	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00027613	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00027554	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00027069	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00027004	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00026986	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00026904	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00026866	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00026615	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00026563	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00026453	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00026362	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00026354	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00026349	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00026310	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00026307	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00026261	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00026247	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025873	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025862	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025850	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025720	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025710	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025709	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025698	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025623	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025598	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025568	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025559	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025558	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025517	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025501	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025484	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025477	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025448	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025366	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025290	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025216	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00025032	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024855	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024831	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024746	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024742	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024720	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024692	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024619	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024615	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024602	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024574	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024531	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024480	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024415	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024414	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024370	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024367	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024366	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024322	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024274	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024234	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00024222	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023927	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023919	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023883	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023835	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023831	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023828	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023800	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023796	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023781	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023715	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023616	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023599	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023598	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023596	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023476	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023404	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023403	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023401	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023331	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023326	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023308	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023307	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023306	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023279	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023256	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023217	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023216	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023215	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023214	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00023011	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00022566	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00022550	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00022507	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00022467	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00021496	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00021466	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00021465	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00021463	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00021418	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00021217	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020996	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020994	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020993	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020984	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020885	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020823	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020747	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020717	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020361	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020322	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020195	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020190	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020172	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020168	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020162	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00020118	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00019974	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00019972	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00019882	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00019570	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00019484	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00019476	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00019461	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00019428	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00019268	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00019110	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00019087	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00019063	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00019053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00019038	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00018971	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00018965	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00018964	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00018952	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00018897	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00018589	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00018552	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00018522	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00018302	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00018018	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00018016	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017939	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017926	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017924	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017922	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017921	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017873	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017864	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017861	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017860	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017859	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017855	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017842	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017839	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017822	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017808	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017805	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017794	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017793	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017791	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017790	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017612	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017599	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017479	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017409	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017407	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017384	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017327	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017283	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017281	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017275	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017255	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017229	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017215	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017192	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017190	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00017109	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
